COL.,DATA TYPE  ,,,,,,,,,,,,,,,
1,Date Time (AST),,,,,,,,,,,,,,,
2,0-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
3,5-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
4,10-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
5,15-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
6,20-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
7,40-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
8,60-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
9,80-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
10,100-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
11,120-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
12,135-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
13,150-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
,"NOTE:,6999 DENOTES MISSING DATA OR INVALID DATA",,,,,,,,,,,,,,,
,",7777 DENOTES UNCOLLECTED DATA ",,,,,,,,,,,,,,,
ID,Year,Month,Day,Hour,Depth.0.cm,Depth.5.cm,Depth.10.cm,Depth.15.cm,Depth.20.cm,Depth.40.cm,Depth.60.cm,Depth.80.cm,Depth.100.cm,Depth.120.cm,Depth.135.cm,Depth.150.cm
5614,2011,8,22,21,2.044,2.422,2.609,3.302,3.302,1.758,0.785,-0.27,7777,-0.786,-0.942,-1.523
5615,2011,8,22,22,1.9,2.043,1.853,2.655,2.934,1.757,0.783,-0.273,7777,-0.789,-0.945,-1.526
5616,2011,8,22,23,1.979,2.264,2.122,2.732,2.918,1.74,0.766,-0.24,7777,-0.807,-0.964,-1.545
5617,2011,8,23,0,1.487,1.872,1.872,2.581,2.814,1.728,0.753,-0.253,7777,-0.82,-0.977,-1.559
5618,2011,8,23,1,0.642,1.135,1.476,2.288,2.71,1.765,0.741,-0.265,7777,-0.833,-0.938,-1.572
5619,2011,8,23,2,0.89,1.281,1.427,2.193,2.616,1.765,0.741,-0.214,7777,-0.833,-0.938,-1.519
5620,2011,8,23,3,0.791,1.184,1.281,2.098,2.523,1.765,0.741,-0.214,7777,-0.833,-0.938,-1.519
5621,2011,8,23,4,0.539,0.985,1.181,2,2.473,1.761,0.787,-0.269,7777,-0.837,-0.941,-1.522
5622,2011,8,23,5,0.836,1.18,1.228,1.999,2.425,1.76,0.737,-0.219,7777,-0.838,-0.942,-1.523
5623,2011,8,23,6,1.668,1.956,1.62,2.146,2.429,1.717,0.741,-0.214,7777,-0.833,-0.938,-1.519
5624,2011,8,23,7,3.034,3.218,2.476,2.523,2.616,1.717,0.741,-0.265,7777,-0.833,-0.938,-1.572
5625,2011,8,23,8,4.403,4.403,3.186,2.909,2.723,1.683,0.707,-0.25,7777,-0.817,-0.974,-1.556
5626,2011,8,23,9,6.53,6.363,4.426,3.53,3.026,1.709,0.734,-0.273,7777,-0.841,-0.945,-1.526
5627,2011,8,23,10,6.331,6.121,4.348,3.586,3.038,1.721,0.746,-0.26,7777,-0.776,-0.932,-1.513
5628,2011,8,23,11,5.267,5.44,4.304,3.677,3.13,1.721,0.746,-0.26,7777,-0.828,-0.984,-1.513
5629,2011,8,23,12,5.739,5.994,4.701,3.947,3.313,1.721,0.746,-0.26,7777,-0.828,-0.984,-1.513
5630,2011,8,23,13,7.405,7.283,5.397,4.304,3.45,1.721,0.746,-0.26,7777,-0.828,-0.984,-1.566
5631,2011,8,23,14,8.04,7.955,5.978,4.685,3.66,1.703,0.728,-0.278,7777,-0.846,-0.951,-1.532
5632,2011,8,23,15,8.29,8.13,5.996,4.704,3.725,1.725,0.751,-0.255,7777,-0.822,-0.927,-1.56
5633,2011,8,23,16,6.956,6.915,5.313,4.44,3.635,1.725,0.751,-0.255,7777,-0.822,-0.979,-1.56
5634,2011,8,23,17,6.832,6.75,5.183,4.396,3.635,1.725,0.751,-0.255,7777,-0.822,-0.927,-1.56
5635,2011,8,23,18,6.417,6.417,4.966,4.263,3.635,1.725,0.751,-0.255,7777,-0.822,-0.979,-1.56
5636,2011,8,23,19,5.827,5.827,4.616,4.129,3.544,1.773,0.751,-0.255,7777,-0.822,-0.927,-1.56
5637,2011,8,23,20,4.307,4.44,3.68,3.635,3.362,1.773,0.751,-0.204,7777,-0.822,-0.927,-1.507
5638,2011,8,23,21,3.411,3.593,3.09,3.274,3.136,1.728,0.704,-0.252,7777,-0.82,-0.977,-1.558
5639,2011,8,23,22,2.292,2.527,2.339,2.853,2.991,1.721,0.746,-0.26,7777,-0.776,-0.932,-1.513
5640,2011,8,23,23,2.103,2.386,2.15,2.713,2.899,1.769,0.746,-0.26,7777,-0.828,-0.932,-1.513
5641,2011,8,24,0,1.806,2.092,1.949,2.563,2.796,1.758,0.735,-0.22,7777,-0.787,-0.944,-1.525
5642,2011,8,24,1,0.104,0.605,1.098,2.063,2.534,1.728,0.704,-0.252,7777,-0.82,-0.924,-1.559
5643,2011,8,24,2,0.343,0.741,0.939,1.908,2.429,1.765,0.741,-0.214,7777,-0.781,-0.938,-1.519
5644,2011,8,24,3,0.091,0.493,0.84,1.813,2.382,1.765,0.741,-0.265,7777,-0.781,-0.938,-1.519
5645,2011,8,24,4,-0.683,-0.067,0.437,1.567,2.235,1.711,0.736,-0.22,7777,-0.787,-0.943,-1.525
5646,2011,8,24,5,-0.937,-0.316,0.243,1.38,2.1,1.67,0.743,-0.264,7777,-0.832,-0.989,-1.518
5647,2011,8,24,6,0.288,0.637,0.637,1.52,2.094,1.712,0.737,-0.27,7777,-0.787,-0.943,-1.525
5648,2011,8,24,7,3.312,2.619,1.671,1.958,2.243,1.623,0.694,-0.263,7777,-0.831,-0.988,-1.57
5649,2011,8,24,8,6.847,5.968,3.784,3.009,2.684,1.69,0.715,-0.242,7777,-0.809,-0.966,-1.547
5650,2011,8,24,9,7.971,7.364,5.051,3.767,3.038,1.673,0.746,-0.26,7777,-0.828,-0.984,-1.566
5651,2011,8,24,10,10.02,8.9,5.719,4.105,3.2,1.651,0.724,-0.232,7777,-0.799,-0.955,-1.536
5652,2011,8,24,11,13.81,12.32,7.953,5.379,3.794,1.655,0.728,-0.278,7777,-0.794,-0.95,-1.531
5653,2011,8,24,12,18.94,16.94,10.46,6.544,4.31,1.681,0.706,-0.25,7777,-0.817,-0.973,-1.501
5654,2011,8,24,13,19.44,18.33,12.15,7.851,5.011,1.728,0.755,-0.25,7777,-0.817,-0.921,-1.501
5655,2011,8,24,14,22.94,20.6,13.58,8.69,5.49,1.686,0.711,-0.295,7777,-0.811,-0.968,-1.548
5656,2011,8,24,15,18.94,16.61,11.76,8.18,5.407,1.738,0.715,-0.239,7777,-0.806,-0.962,-1.543
5657,2011,8,24,16,18.84,17.1,12.05,8.34,5.536,1.738,0.715,-0.239,7777,-0.806,-0.962,-1.543
5658,2011,8,24,17,15.13,14.06,10.19,7.484,5.267,1.774,0.753,-0.252,7777,-0.819,-0.923,-1.503
5659,2011,8,24,18,14.32,12.73,9,6.754,4.929,1.781,0.711,-0.244,7777,-0.811,-0.915,-1.548
5660,2011,8,24,19,8.01,7.931,6.5,5.614,4.485,1.776,0.755,-0.199,7777,-0.817,-0.921,-1.501
5661,2011,8,24,20,5.872,5.872,4.926,4.663,4.043,1.825,0.706,-0.249,7777,-0.765,-0.921,-1.501
5662,2011,8,24,21,4.902,4.989,4.242,4.242,3.839,1.799,0.728,-0.227,7777,-0.794,-0.95,-1.531
5663,2011,8,24,22,4.174,4.307,3.725,3.905,3.68,1.821,0.701,-0.255,7777,-0.822,-0.926,-1.56
5664,2011,8,24,23,1.44,1.873,2.252,3.137,3.321,1.825,0.705,-0.251,7777,-0.819,-0.975,-1.557
5665,2011,8,25,0,3.13,3.221,2.76,3.221,3.267,1.865,0.746,-0.26,7777,-0.776,-0.932,-1.513
5666,2011,8,25,1,2.853,3.038,2.713,3.13,3.221,1.865,0.746,-0.26,7777,-0.776,-0.932,-1.513
5667,2011,8,25,2,2.48,2.76,2.433,2.945,3.13,1.865,0.746,-0.26,7777,-0.776,-0.932,-1.513
5668,2011,8,25,3,2.103,2.48,2.292,2.806,3.038,1.865,0.746,-0.26,7777,-0.828,-0.932,-1.513
5669,2011,8,25,4,0.943,1.528,1.816,2.573,2.898,1.864,0.745,-0.21,7777,-0.776,-0.933,-1.514
5670,2011,8,25,5,-0.112,0.393,0.791,1.956,2.57,1.86,0.742,-0.214,7777,-0.781,-0.938,-1.519
5671,2011,8,25,6,2.24,2.476,2.003,2.476,2.756,1.86,0.741,-0.214,7777,-0.833,-0.938,-1.519
5672,2011,8,25,7,3.465,3.51,2.682,2.775,2.868,1.832,0.762,-0.244,7777,-0.811,-0.916,-1.55
5673,2011,8,25,8,6.579,5.949,3.944,3.356,3.081,1.861,0.743,-0.263,7777,-0.779,-0.936,-1.516
5674,2011,8,25,9,11.38,9.53,5.984,4.427,3.53,1.806,0.736,-0.271,7777,-0.786,-0.943,-1.524
5675,2011,8,25,10,16.85,14.15,8.62,5.797,4.144,1.837,0.768,-0.287,7777,-0.803,-0.959,-1.54
5676,2011,8,25,11,22.57,20.15,12.39,7.878,5.127,1.857,0.74,-0.265,7777,-0.832,-0.936,-1.517
5677,2011,8,25,12,24.48,22.82,14.8,9.32,5.839,1.887,0.722,-0.283,7777,-0.851,-0.955,-1.535
5678,2011,8,25,13,27.19,25.76,17.13,10.8,6.592,1.933,0.72,-0.285,7777,-0.8,-0.957,-1.537
5679,2011,8,25,14,25.81,23.14,15.74,10.42,6.594,1.937,0.774,-0.229,7777,-0.795,-0.951,-1.531
5680,2011,8,25,15,24.29,21.18,14.62,9.97,6.469,1.937,0.774,-0.229,7777,-0.795,-0.951,-1.531
5681,2011,8,25,16,25.61,24.47,17.07,11.25,7.13,1.985,0.774,-0.28,7777,-0.795,-0.951,-1.531
5682,2011,8,25,17,21.94,20.62,14.93,10.39,6.884,2.032,0.774,-0.229,7777,-0.795,-0.951,-1.531
5683,2011,8,25,18,18.99,16.54,11.79,8.76,6.21,2.069,0.764,-0.24,7777,-0.806,-0.91,-1.489
5684,2011,8,25,19,15.64,13.34,9.86,7.819,5.837,2.076,0.77,-0.233,7777,-0.799,-0.956,-1.536
5685,2011,8,25,20,8.34,7.739,6.342,5.879,4.934,2.074,0.768,-0.236,7777,-0.802,-0.959,-1.539
5686,2011,8,25,21,4.798,4.798,4.358,4.711,4.403,2.068,0.761,-0.243,7777,-0.81,-0.914,-1.494
5687,2011,8,25,22,1.42,1.996,2.608,3.755,3.935,2.091,0.784,-0.22,7777,-0.787,-0.891,-1.524
5688,2011,8,25,23,-0.412,0.248,1.238,2.854,3.451,2.104,0.747,-0.259,7777,-0.826,-0.931,-1.511
5689,2011,8,26,0,0.715,1.06,1.401,2.684,3.284,2.12,0.764,-0.241,7777,-0.809,-0.913,-1.494
5690,2011,8,26,1,2.732,2.778,2.357,3.01,3.377,2.121,0.765,-0.24,7777,-0.808,-0.912,-1.546
5691,2011,8,26,2,-0.672,-0.056,0.845,2.339,3.038,2.102,0.796,-0.26,7777,-0.776,-0.932,-1.513
5692,2011,8,26,3,-2.026,-1.117,0.019,1.792,2.736,2.125,0.819,-0.236,7777,-0.803,-0.908,-1.488
5693,2011,8,26,4,-2.759,-1.828,-0.458,1.439,2.488,2.111,0.803,-0.253,7777,-0.82,-0.925,-1.506
5694,2011,8,26,5,-3.428,-2.201,-0.659,1.251,2.352,2.069,0.809,-0.247,7777,-0.815,-0.919,-1.5
5695,2011,8,26,6,0.543,0.393,0.443,1.62,2.429,2.051,0.791,-0.265,7777,-0.781,-0.938,-1.519
5696,2011,8,26,7,8.33,7.077,4.125,3.312,3.128,2.054,0.794,-0.261,7777,-0.829,-0.933,-1.514
5697,2011,8,26,8,8.96,7.968,5.352,4.126,3.495,2.056,0.847,-0.257,7777,-0.773,-0.929,-1.509
5698,2011,8,26,9,14.52,12.87,8.37,5.655,4.129,2.06,0.802,-0.252,7777,-0.819,-0.923,-1.503
5699,2011,8,26,10,18.46,16.15,10.08,6.673,4.625,2.071,0.814,-0.239,7777,-0.806,-0.962,-1.489
5700,2011,8,26,11,18.78,17.33,11.76,7.939,5.324,2.075,0.819,-0.234,7777,-0.8,-0.904,-1.537
5701,2011,8,26,12,20.39,19.14,13.35,9.03,5.901,2.101,0.846,-0.257,7777,-0.823,-0.928,-1.507
5702,2011,8,26,13,20.68,19.38,13.55,9.16,6.049,2.125,0.871,-0.231,7777,-0.797,-0.901,-1.48
5703,2011,8,26,14,22.93,21.33,15.03,10.2,6.636,2.127,0.824,-0.28,7777,-0.847,-0.951,-1.531
5704,2011,8,26,15,25.08,22.51,15.5,10.5,6.882,2.174,0.824,-0.228,7777,-0.794,-0.898,-1.53
5705,2011,8,26,16,20.56,19.54,14.14,10.01,6.761,2.176,0.825,-0.278,7777,-0.845,-0.949,-1.529
5706,2011,8,26,17,17.43,16.48,12.19,9.05,6.386,2.221,0.824,-0.229,7777,-0.795,-0.951,-1.478
5707,2011,8,26,18,20.31,18.04,12.84,9.32,6.553,2.221,0.824,-0.229,7777,-0.795,-0.951,-1.478
5708,2011,8,26,19,15.97,14.61,10.98,8.49,6.25,2.256,0.86,-0.243,7777,-0.757,-0.913,-1.492
5709,2011,8,26,20,9.67,9.2,7.457,6.636,5.412,2.266,0.82,-0.233,7777,-0.8,-0.956,-1.536
5710,2011,8,26,21,3.917,4.363,4.407,4.977,4.672,2.262,0.865,-0.238,7777,-0.805,-0.909,-1.488
5711,2011,8,26,22,-0.765,0.308,1.682,3.367,3.955,2.301,0.855,-0.249,7777,-0.765,-0.921,-1.501
5712,2011,8,26,23,-0.158,0.448,1.383,2.945,3.677,2.292,0.845,-0.26,7777,-0.776,-0.932,-1.513
5713,2011,8,27,0,-2.083,-0.963,0.419,2.406,3.333,2.312,0.866,-0.239,7777,-0.806,-0.91,-1.491
5714,2011,8,27,1,-2.166,-1.148,0.192,2.051,3.08,2.335,0.89,-0.214,7777,-0.781,-0.938,-1.465
5715,2011,8,27,2,-4.028,-2.498,-0.628,1.571,2.801,2.286,0.838,-0.267,7777,-0.784,-0.94,-1.521
5716,2011,8,27,3,-3.632,-2.396,-0.688,1.418,2.655,2.279,0.88,-0.224,7777,-0.791,-0.896,-1.476
5717,2011,8,27,4,-3.526,-2.295,-0.695,1.314,2.554,2.272,0.873,-0.232,7777,-0.799,-0.904,-1.484
5718,2011,8,27,5,-3.6,-2.421,-0.867,1.154,2.4,2.259,0.859,-0.246,7777,-0.814,-0.919,-1.5
5719,2011,8,27,6,-0.27,-0.016,0.237,1.616,2.519,2.236,0.885,-0.27,7777,-0.787,-0.891,-1.525
5720,2011,8,27,7,6.911,4.873,2.709,2.662,2.895,2.193,0.889,-0.215,7777,-0.782,-0.938,-1.519
5721,2011,8,27,8,10.83,8.53,4.965,3.814,3.406,2.199,0.897,-0.257,7777,-0.824,-0.929,-1.509
5722,2011,8,27,9,13.65,11.2,6.702,4.698,3.765,2.197,0.895,-0.258,7777,-0.773,-0.93,-1.51
5723,2011,8,27,10,20.26,17.36,10.35,6.589,4.58,2.212,0.912,-0.24,7777,-0.807,-0.911,-1.49
5724,2011,8,27,11,25.23,22.69,14.04,8.77,5.623,2.217,0.917,-0.235,7777,-0.801,-0.905,-1.484
5725,2011,8,27,12,27.86,26.18,16.96,10.56,6.541,2.255,0.907,-0.244,7777,-0.758,-0.914,-1.494
5726,2011,8,27,13,26.85,25.58,17.46,11.21,6.97,2.225,0.877,-0.275,7777,-0.79,-0.946,-1.526
5727,2011,8,27,14,25.83,23.45,15.9,10.6,6.789,2.255,0.909,-0.242,7777,-0.808,-0.913,-1.492
5728,2011,8,27,15,23.84,21.72,15.19,10.38,6.793,2.26,0.914,-0.237,7777,-0.803,-0.907,-1.486
5729,2011,8,27,16,25.12,24.07,16.92,11.26,7.269,2.287,0.893,-0.259,7777,-0.825,-0.929,-1.509
5730,2011,8,27,17,21.91,20.84,15.07,10.54,7.052,2.273,0.878,-0.274,7777,-0.789,-0.945,-1.525
5731,2011,8,27,18,18.49,16.28,11.87,8.89,6.386,2.316,0.922,-0.229,7777,-0.795,-0.899,-1.478
5732,2011,8,27,19,15.07,13.13,9.86,7.9,6.007,2.314,0.919,-0.232,7777,-0.798,-0.902,-1.534
5733,2011,8,27,20,7.737,7.535,6.383,6.005,5.15,2.309,0.865,-0.238,7777,-0.804,-0.961,-1.488
5734,2011,8,27,21,3.063,3.566,3.747,4.549,4.46,2.319,0.923,-0.229,7777,-0.795,-0.9,-1.532
5735,2011,8,27,22,3.453,3.68,3.317,4.04,4.174,2.343,0.899,-0.204,7777,-0.77,-0.874,-1.454
5736,2011,8,27,23,1.277,2.046,2.658,3.713,3.983,2.377,0.886,-0.217,7777,-0.784,-0.888,-1.468
5737,2011,8,28,0,1.14,1.769,2.245,3.313,3.767,2.386,0.894,-0.26,7777,-0.776,-0.88,-1.513
5738,2011,8,28,1,-1.517,-0.521,0.693,2.43,3.31,2.336,0.891,-0.264,7777,-0.78,-0.936,-1.464
5739,2011,8,28,2,-1.519,-0.678,0.343,2.099,3.035,2.335,0.89,-0.265,7777,-0.781,-0.938,-1.519
5740,2011,8,28,3,-2.612,-1.631,-0.27,1.712,2.845,2.331,0.934,-0.27,7777,-0.787,-0.891,-1.524
5741,2011,8,28,4,-3.115,-1.793,-0.322,1.616,2.706,2.331,0.885,-0.27,7777,-0.787,-0.891,-1.525
5742,2011,8,28,5,-3.626,-2.281,-0.683,1.326,2.519,2.284,0.934,-0.219,7777,-0.787,-0.891,-1.471
5743,2011,8,28,6,-1.048,-0.631,0.035,1.52,2.519,2.284,0.934,-0.219,7777,-0.787,-0.891,-1.525
5744,2011,8,28,7,5.382,3.479,1.99,2.415,2.836,2.274,0.925,-0.229,7777,-0.796,-0.901,-1.481
5745,2011,8,28,8,13.48,10.08,5.653,4.126,3.541,2.245,0.895,-0.259,7777,-0.826,-0.931,-1.511
5746,2011,8,28,9,11.9,10.54,6.753,4.841,3.867,2.256,0.957,-0.245,7777,-0.76,-0.916,-1.496
5747,2011,8,28,10,12.55,11.47,7.815,5.576,4.224,2.256,0.908,-0.244,7777,-0.811,-0.915,-1.495
5748,2011,8,28,11,14.39,13.2,9.08,6.382,4.625,2.212,0.911,-0.241,7777,-0.808,-0.912,-1.492
5749,2011,8,28,12,16.81,15.61,10.76,7.369,5.146,2.257,0.959,-0.242,7777,-0.757,-0.913,-1.493
5750,2011,8,28,13,19.1,17.85,12.48,8.49,5.749,2.213,0.913,-0.239,7777,-0.806,-0.962,-1.489
5751,2011,8,28,14,21.45,19.47,13.23,9,6.046,2.263,0.916,-0.236,7777,-0.802,-0.906,-1.486
5752,2011,8,28,15,24.59,22.33,15.37,10.31,6.756,2.311,0.966,-0.234,7777,-0.8,-0.904,-1.483
5753,2011,8,28,16,26.71,25.21,17.44,11.48,7.346,2.329,0.937,-0.264,7777,-0.779,-0.935,-1.515
5754,2011,8,28,17,23.54,22.22,15.86,10.89,7.229,2.335,0.943,-0.258,7777,-0.824,-0.929,-1.508
5755,2011,8,28,18,18.27,16.34,11.98,8.97,6.47,2.363,0.922,-0.228,7777,-0.794,-0.898,-1.53
5756,2011,8,28,19,15.08,13.56,10.21,8.08,6.108,2.379,0.939,-0.211,7777,-0.777,-0.881,-1.513
5757,2011,8,28,20,8.02,8.06,6.798,6.257,5.279,2.403,0.914,-0.238,7777,-0.752,-0.909,-1.488
5758,2011,8,28,21,2.416,2.882,3.295,4.331,4.419,2.369,0.927,-0.225,7777,-0.792,-0.896,-1.476
5759,2011,8,28,22,-0.252,0.555,1.535,3.181,3.862,2.392,0.95,-0.201,7777,-0.768,-0.872,-1.505
5760,2011,8,28,23,1.432,2.008,2.197,3.313,3.812,2.386,0.944,-0.209,7777,-0.776,-0.88,-1.459
5761,2011,8,29,0,5.051,5.137,3.992,4.037,4.037,2.386,0.944,-0.26,7777,-0.776,-0.932,-1.513
5762,2011,8,29,1,5.699,5.741,4.528,4.351,4.129,2.437,0.948,-0.204,7777,-0.77,-0.927,-1.507
5763,2011,8,29,2,5.834,5.876,4.624,4.359,4.136,2.444,0.907,-0.246,7777,-0.813,-0.918,-1.498
5764,2011,8,29,3,5.933,6.018,4.727,4.463,4.152,2.414,0.925,-0.228,7777,-0.794,-0.899,-1.478
5765,2011,8,29,4,5.764,5.849,4.684,4.419,4.108,2.462,0.926,-0.227,7777,-0.793,-0.898,-1.477
5766,2011,8,29,5,5.465,5.551,4.464,4.331,4.064,2.462,0.975,-0.227,7777,-0.793,-0.898,-1.477
5767,2011,8,29,6,6.103,6.145,4.815,4.464,4.108,2.415,0.975,-0.227,7777,-0.793,-0.898,-1.477
5768,2011,8,29,7,7.188,7.106,5.427,4.732,4.202,2.421,0.931,-0.221,7777,-0.787,-0.892,-1.471
5769,2011,8,29,8,8.37,8.25,6.209,5.186,4.399,2.441,0.953,-0.25,7777,-0.765,-0.921,-1.501
5770,2011,8,29,9,9.85,9.43,6.999,5.616,4.619,2.394,0.953,-0.25,7777,-0.765,-0.921,-1.501
5771,2011,8,29,10,11.18,10.62,7.905,6.179,4.895,2.408,0.967,-0.234,7777,-0.801,-0.957,-1.485
5772,2011,8,29,11,14.97,13.93,9.85,7.247,5.404,2.444,0.957,-0.244,7777,-0.811,-0.915,-1.495
5773,2011,8,29,12,17.66,16.44,11.57,8.22,5.875,2.493,0.96,-0.241,7777,-0.756,-0.912,-1.492
5774,2011,8,29,13,26.95,26,17.71,11.45,7.393,2.521,0.941,-0.261,7777,-0.776,-0.932,-1.512
5775,2011,8,29,14,24.01,22.64,15.79,10.89,7.346,2.562,0.984,-0.216,7777,-0.782,-0.938,-1.518
5776,2011,8,29,15,22.35,21.1,15.16,10.67,7.318,2.577,0.95,-0.2,7777,-0.765,-0.921,-1.5
5777,2011,8,29,16,23.05,22.39,16.11,11.17,7.617,2.595,0.97,-0.23,7777,-0.745,-0.9,-1.479
5778,2011,8,29,17,21.23,20.64,15.09,10.78,7.519,2.621,0.948,-0.253,7777,-0.768,-0.872,-1.503
5779,2011,8,29,18,17.8,15.83,11.74,9.07,6.78,2.664,0.993,-0.206,7777,-0.771,-0.875,-1.507
5780,2011,8,29,19,14.42,13.02,9.93,8.18,6.426,2.639,0.967,-0.234,7777,-0.8,-0.904,-1.483
5781,2011,8,29,20,6.88,6.963,6.214,6.172,5.536,2.682,0.962,-0.239,7777,-0.753,-0.909,-1.489
5782,2011,8,29,21,-0.762,0.708,2.302,4.045,4.577,2.677,1.004,-0.247,7777,-0.762,-0.918,-1.498
5783,2011,8,29,22,-1.561,-0.306,1.193,3.18,4.086,2.671,0.997,-0.255,7777,-0.77,-0.875,-1.507
5784,2011,8,29,23,-1.892,-0.779,0.594,2.665,3.72,2.665,0.99,-0.212,7777,-0.779,-0.883,-1.463
5785,2011,8,30,0,-2.995,-1.519,0.192,2.335,3.492,2.663,1.037,-0.214,7777,-0.781,-0.885,-1.465
5786,2011,8,30,1,-1.2,-0.214,0.592,2.335,3.355,2.663,1.037,-0.214,7777,-0.729,-0.885,-1.465
5787,2011,8,30,2,-0.937,-0.061,0.791,2.335,3.31,2.617,1.037,-0.214,7777,-0.781,-0.885,-1.465
5788,2011,8,30,3,-0.265,0.493,0.988,2.335,3.218,2.616,1.037,-0.214,7777,-0.781,-0.885,-1.465
5789,2011,8,30,4,1.744,2.078,1.935,2.783,3.381,2.596,1.016,-0.235,7777,-0.803,-0.907,-1.487
5790,2011,8,30,5,0.448,1.14,1.432,2.527,3.221,2.573,1.042,-0.26,7777,-0.776,-0.88,-1.513
5791,2011,8,30,6,3.529,3.62,2.934,3.256,3.484,2.562,1.03,-0.221,7777,-0.788,-0.892,-1.472
5792,2011,8,30,7,7.896,5.745,3.547,3.365,3.456,2.533,1.048,-0.253,7777,-0.769,-0.925,-1.506
5793,2011,8,30,8,13.79,10.87,6.709,4.924,4.13,2.532,1.049,-0.252,7777,-0.767,-0.923,-1.503
5794,2011,8,30,9,16.84,14.52,9.2,6.338,4.754,2.54,1.008,-0.242,7777,-0.757,-0.913,-1.492
5795,2011,8,30,10,22.38,19.17,12.1,7.997,5.515,2.521,1.039,-0.21,7777,-0.775,-0.931,-1.511
5796,2011,8,30,11,27.45,25.23,16.12,10.21,6.561,2.559,1.03,-0.27,7777,-0.784,-0.941,-1.52
5797,2011,8,30,12,27.35,25.65,16.89,10.82,6.951,2.581,1.053,-0.245,7777,-0.76,-0.916,-1.495
5798,2011,8,30,13,29.81,27.95,18.71,11.98,7.58,2.6,1.025,-0.224,7777,-0.789,-0.893,-1.472
5799,2011,8,30,14,29.39,26.76,17.47,11.37,7.347,2.566,1.038,-0.21,7777,-0.775,-0.879,-1.51
5800,2011,8,30,15,26.94,24.65,16.39,10.89,7.272,2.574,1.046,-0.201,7777,-0.766,-0.87,-1.501
5801,2011,8,30,16,27.2,25.3,17.34,11.59,7.681,2.625,1.051,-0.247,7777,-0.761,-0.865,-1.496
5802,2011,8,30,17,19.09,18.2,13.58,10.05,7.175,2.649,1.027,-0.221,7777,-0.787,-0.891,-1.469
5803,2011,8,30,18,16.34,15.41,11.47,8.85,6.636,2.643,1.021,-0.228,7777,-0.742,-0.898,-1.477
5804,2011,8,30,19,19.44,17.33,12.27,9.2,6.801,2.69,1.069,-0.229,7777,-0.743,-0.899,-1.478
5805,2011,8,30,20,9.54,9.27,7.934,7.206,6.002,2.682,1.061,-0.237,7777,-0.751,-0.855,-1.433
5806,2011,8,30,21,4.303,4.874,4.831,5.394,5.135,2.714,1.044,-0.204,7777,-0.77,-0.874,-1.453
5807,2011,8,30,22,3.954,4.488,4.266,4.839,4.839,2.721,1.051,-0.249,7777,-0.764,-0.92,-1.5
5808,2011,8,30,23,4.441,4.792,4.263,4.705,4.705,2.718,1.047,-0.203,7777,-0.769,-0.926,-1.506
5809,2011,8,31,0,6.06,6.27,5.119,4.989,4.77,2.741,1.023,-0.228,7777,-0.743,-0.899,-1.479
5810,2011,8,31,1,4.422,4.861,4.422,4.686,4.642,2.745,1.026,-0.224,7777,-0.791,-0.895,-1.475
5811,2011,8,31,2,5.928,6.097,4.984,4.809,4.634,2.736,1.066,-0.234,7777,-0.749,-0.905,-1.485
5812,2011,8,31,3,5.888,6.141,5.029,4.855,4.636,2.738,1.02,-0.231,7777,-0.798,-0.902,-1.482
5813,2011,8,31,4,5.465,5.722,4.728,4.728,4.508,2.743,1.074,-0.226,7777,-0.793,-0.897,-1.477
5814,2011,8,31,5,5.934,6.103,4.946,4.771,4.508,2.742,1.073,-0.227,7777,-0.793,-0.898,-1.477
5815,2011,8,31,6,6.116,6.242,5.003,4.785,4.477,2.757,1.088,-0.21,7777,-0.777,-0.881,-1.46
5816,2011,8,31,7,6.958,7.04,5.488,5.013,4.575,2.721,1.1,-0.199,7777,-0.765,-0.869,-1.448
5817,2011,8,31,8,8.65,8.53,6.461,5.488,4.751,2.721,1.051,-0.25,7777,-0.765,-0.921,-1.501
5818,2011,8,31,9,13.86,12.55,8.84,6.708,5.313,2.719,1.099,-0.199,7777,-0.765,-0.869,-1.501
5819,2011,8,31,10,18.65,16.48,11.24,8.1,6.003,2.774,1.059,-0.24,7777,-0.755,-0.911,-1.49
5820,2011,8,31,11,21.21,20.07,14.11,9.78,6.84,2.778,1.113,-0.234,7777,-0.748,-0.904,-1.484
5821,2011,8,31,12,24.08,23.04,15.83,10.78,7.356,2.806,1.094,-0.203,7777,-0.769,-0.873,-1.504
5822,2011,8,31,13,27.39,26.04,17.59,11.61,7.738,2.827,1.116,-0.231,7777,-0.745,-0.849,-1.48
5823,2011,8,31,14,18.14,17.82,13.83,10.39,7.416,2.829,1.069,-0.229,7777,-0.743,-0.899,-1.478
